Ulasan,Sentimen,Deteksi_Bahasa
beli warna graphite datang warna violet,negatif,id
beli dua kecewa informasi jual kata garansi aktif 23 minggu barang nyata udah jalan 3 bulan baik pikir,negatif,id
hp masalah tlp wa denger suara penelpn telpon denger suara sini apa,negatif,id
power adapter konslet padahal guna 2 bulan,negatif,id
packing tipis sekali buble nya penyok nih barang jadi tambah dus kek lebih tebal packing hp kaya packing maenan bocah,negatif,id
barang istimewa juta maaf kasih bintang penuh order tgl 5 nov bom jam 11 terima kurir jam 19 kurir telat kirim alhamdulilah sampe sekali,negatif,id
respon mantap sayang aktivasi bulan desember hp aktivasi garansi jalan full 1 tahun,negatif,id
sering beli sini baru kali repack aktif january next repack infoin bos udah jalan 1 bulan garansi,negatif,id
maaf banget unit kabel charger nya rusak udah coba hape maupun kepala charger hasil sama kabel charger paka,negatif,id
cas kadang masuk kadang kaga hp kalow kaga pake batre nya terus turun,negatif,id
kecewa beratt charger support quickcharging sesuai deskripsi seperti charger original,negatif,id
pesan jumat sore jam 530 ongkir instan sampai sabtu sore jam 4 kalau pesan sesuai kecewa kirim lama,negatif,id
adminya jutek turut,negatif,id
comit ama inboxnya,negatif,id
lamaaaaaaa nyampeknya,negatif,id
kalo memang varian 364 beda modul kamera 232 pasang aja foto varian 364 jangan pasang foto biar beli kecoh barang,negatif,id
batrenya kembung suruh balikin malesss soal lama lagi jadi depan lebih baik lagi,negatif,id
packing kurang aman dos hp penyok,negatif,id
pas buka retak sedikit karna pikir videoin pas unboxing jadi claim lancar selalu mantap,negatif,id
maaf baru posting barang bisa cas hp nya akhir pakai cas an tetangga,negatif,id
dus penyok kl komplain lempar salah nya kurir padahal mau buat jual,negatif,id
lama kirim nya,negatif,id
barang moga awet kirim lama,negatif,id
kirim lembet euy,negatif,id
barang bagus pngriman lama skli hp pesan org bukan punya thnks,negatif,id
barang cuma segel plastik dus segel nya kartu garansi bilang nya garansi toko ada kartu garansi mungkin barang recondisi barang s,negatif,id
paking lurang aman penyok dus hp,negatif,id
memang kalau produk akhir masalah ni baru pakai mesin hp goyang,negatif,id
hape 3 juta 3 tahun lalu lebh baik dri hp endorse youtuber naik barang sesuai ekpetasi kalau mau ganti hp mending mikir,negatif,id
fisik handphone kondisi oke aplikasisoftware bawa galeri jam kalkulator mungkin bukan salah jual jadi salah pab,negatif,id
kirim sesuai pesan minta hitam kirim wrna,negatif,id
kepala cashan tiba tiba tak guna,negatif,id
udah tulis minta warna hitam eh tetap kirim warna hijau sangat kecewa,negatif,id
kecewa sih packaging kirim bagus beli barang 9 unit datang dus hp nya 3 penyok padahal minta paking bagus kasih bubble wrap,negatif,id
minta warna putih kasih biru kali perhati pesan beli jangan asal kirim terima kasih,negatif,id
barang jual repack jual awal jujur tau cek aktivasi garansi xiaomi hp masalah speed wifi maksimal banding hp samsung s7,negatif,id
hp baru tpi kaya bekaslayar bnyak bekas tangandn ad tampered glass bawa hp,negatif,id
kualitas kamerany kadang buram sama kaya samsung asliny hpny enteng kaya hp illegalmudah2 han pnjual bkal dapat balassan samasy sblum mnbeli lihat komen2,negatif,id
jual asih terang sesuai kurir terlalu lama antar,negatif,id
ganti bintang baru respon jawab pihak toko,negatif,id
curiga repacking cuman mau sudzon kotak robek gitu,negatif,id
hotspot cuma dipake awal aja telah dipake kirim rekomendasi lambat hampir 1 minggu barang baru sampe,negatif,id
aktifitas jalan 3 bulanpadahal beli baru 1bulan lewat 8 hari hp sedikit bengkok,negatif,id
kirim pakai si cepat ekspres jadi si lambat superr ekspres estimasi tiba lewat tiba panjang estimasi paksa jemput sendiri bya,negatif,id
semua bagus batre lobet terus pdahal 15 batrenya sempet cas hapenya,negatif,id
minta warna hitam kasih slver,negatif,id
minta ungu kirim hitam hadeh,negatif,id
repack yah repack bukan 4 bulan kaliii bilang baru,negatif,id
barang aneh barang inter bukan pabrikan indonesia baterai sedikit kembung mungkin bikin kapasitas baterai 5000 mah cepat habis terimakasih atas alam,negatif,id
barang bagus murah kirim cepat gada kurang cuman sayang panas padahal beli buat wrap paking dus hp bukan buat ringin rambut jadi paksa beli 2x merk y,negatif,id
kirim nya super lama,negatif,id
barang rusak gag retur,negatif,id
gimana om,negatif,id
barang nyata repack bukan segel original kirim mode udah nyala baterai tinggal 2 persen banyak bekas sidik jadi hpnya,negatif,id
warna sesuai varian,negatif,id
warna sesuai varianclickbait,negatif,id
penyok parahpacking kurang aman,negatif,id
kirim cepat langsung respon toko nya,negatif,id
halo rasa masalah jaring hp main game moba lag sangat asa banding hp dulu spesifikasi hp,negatif,id
sen black kirim blue bilang kirim hari sama proses kecewa,positif,id
banyak penyoksegel terbukatanpa wrap plastik,positif,id
penyok 1 unit entah mungkin packing bubble dus mohon depan nya lebih baik,positif,id
review resellerdus nya telanjang pakai wrap plastikdan penyok sana sinitidak segel dushanya 2 segel lenovo void semua,positif,id
packingnya kurang rapi dus nya penyok dikit kirim cepat,positif,id
barang biasa aja sesuai harga barang luar biasa lama ntah salah toped seller rasa mmg toped beres gosend skrg lama sampenya makin,positif,id
barang original layan toko jempol mantaphp nya okcmn layar kecewa pribadi gambar hasil cenderung terlalu merahfoto biasa,positif,id
anggep aj apes dapet backdoor rapet moga ad masalah buat depa tks gan,positif,id
barang mantap,positif,id
lumayan kecewa banget karna dapet barang segel padahal buat jual,positif,id
hair dryernya berisik fungsi baik,positif,id
belanja 2 apa 3x sini lupa lupa inget semua sihh wlpn beli buat jual thx sukses sll boss,positif,id
hp aman kirim aman kan jarang pake kamera terus kemarinkemarin baru sadar kalo kamera aneh bagi tengah warna merah,positif,id
packing pakai bubble hasil nya lihat sendiri foto,positif,id
order 2u 1 penyokmungkin packingnya perlu tingkat,positif,id
kirim cepet seller ramah kecewa minta warna green kirim starblue konfirmasi,positif,id
cahaya merah tengah hp,positif,id
emang segel infinix kanan kiri pojok dos gimana kurang paham moga aman,positif,id
deal warna kirim beda sama sekali di tawar,positif,id
haduh repack gan padahal klo beli biasa repack pas order udah tulis no repack eh kirim barang repack,positif,id
kamera kurang bagus gan,positif,id
pecah gayss tg nya,positif,id
3 dulu tau bagus nya moga awet,positif,id
antar lama but overall mantap,positif,id
nilai kait produk barang hilang jalan pihak kurir hilang investigasi nyata selesai dana kembali post,positif,id
bubble kurang tebal paket penyok lumayan parah produk sesuai deskripsi sekian terima kasih,positif,id
sering error isi batrei lama aplikasi wa tak kliatan nama kalo telp masuk,positif,id
fast respon kirim cepat dus penyok dikit bos,positif,id
barang sesuai gambar,positif,id
warna pes sesuai order warna hitam sampe warna putih,positif,id
warna beda sama pesan,positif,id
maaf sedikit kecewa kasih warna silver padahal chat udh minta warna dark jual udah iya,positif,id
kualitas warna video gambar kurang bagus warna soft nyaman lihat,positif,id
bingung mau ngasih ulas apa soal hpnya ilang sama kurir duit tetap direfund asuransi tokped,positif,id
tulis pesan proses 4jam proses 3 hari baru kirim lama proses packing kecewa nilai plus produk bagus,positif,id
proses pesan cepat,positif,id
dus penyet packingan aman,positif,id
produk oke gada masalah packing bagus aja layan payah ramah kalo bayar doang telah jawab enak doang,positif,id
layan mohon tingkat kanlebih ramah,positif,id
kabel charger support fast chargingsuper charge tukar kabel merk baru muncul super charge,positif,id
layan cepat ramah packing bubble wrap tipis banget dus penyok,positif,id
apa sampai chat sesuai,positif,id
deskripsi warna blue ready nyata nya kosong tambah kurir nya lambat,positif,id
barang cuma ujung dus hp penyok packing kardus tambah bungkus bubble wrap tipis saran kalo kardus tambah baik bubble wrapnya,positif,id
sayang repack baru beli hari udh aktif bulan kemarin moga masalah enggak kalau tulis deskripsi kasih tau beli dulu ki,positif,id
charger fungsi jadi nya beli deh konsultasi seller suruh service centre abis minta surat kesana baru kirim toko hadeuh bolak,positif,id
barang original kemas segel spesifikasi sesuai warna sesuai pesan lengkap sesuai,positif,id
kirim cepat minta grey kirim black,positif,id
mantapbarangnya original,positif,id
produk original barang resmi garansi hardware build quality spec mumpuni osnya mi os mungkin cocok bagi orang,positif,id
barang original kemas segel garansi resmi warna sesuai pesan spesifikasi sesuai lengkap sesuai,positif,id
paking kurang baik buble,positif,id
barang bagus kartu garansi nya,positif,id
barang sesuai pesan lama kirim,positif,id
alhamdulillah paket nyampe selamat langgan baru terima untung marah seller kurir lama,positif,id
alhamdulillah paket sampe selamat langgan ku hampir kecewa,positif,id
barang original warna sesuai pesan barang mulus lengkap sesuai spesifikasi sesuai,positif,id
barang original,positif,id
barang original kemas segel kurang packing ad plastik bubble wrap tipis banget tau syukur hp nya kenapalain kali jng pelit bos plastik biasa,positif,id
barang original garansi resmi packing nya aman saran hrs ad plastik bubble nya buat beli ad rasa aman nya syukur hp nya kenap,positif,id
selamat moga awet edit trnyata dead pixelshadow lihat pas cerah layar bawah 20 backgroud abu abu kondisi malam hari deh,positif,id
kemas segel sih chat kata jual bakal buka dulu arti repack imei daftar pas datang barang lecet dikit bagi tg bawa,positif,id
barang original kemas segel warna sesuai pesan,positif,id
gratis casing condom hpnya,positif,id
barang original moga awet tahan lama ngrejekeni jual fast respon problem kirim lot beda biasa,positif,id
waktu nyala hp nya nyata pernah hidup karna langsung masuk menu bukan aktivasi dulu,positif,id
fast respond barang cuman kabel charge rusak nge charge jadi beli kabel charge luar aman charge,positif,id
sesuai packing aman keluar pulau abang jual fast respond banget salam jne cepat aman professional semua imei daftar bea,positif,id
oke terima kasih barang terima sesuai gambar kirim on schedule,positif,id
puas pasang tempred glass nya miring rata lah gpp,positif,id
payah dos penyok packing safe buble aja ada trs kurang tebal pdhl uda minta packing aman,positif,id
terimakasih udah moga tetap lancar penjualanya usaha kirim sesuai jadwal beli,positif,id
order grey kirim biru,positif,id
tau ni handphone emang headsetnya pabrik ato gimana headsetnya soal lama beli hp baru headset selalu,positif,id
warna sesuai pesan buble kurang tebal kondisi handphone mantap lah thx,positif,id
waduh kotak box nya basah nih habis nyemplung,positif,id
baru datang moga coba awet,positif,id
kirim lama,positif,id
kabel cas rusak,positif,id
barang bagus karna jasa kirim kurang rapi jadi kotak penyok semua untung isi dalam apa kalau ganti jasa kirim lebih bagu,positif,id
bagus sih barang alamat sesuai hm,positif,id
produk original segel semua aman produk cuma respon jual dlm proses lama packing dibubble warp biasa terus kasih plastik rada kurang aman sebene,positif,id
jual jujur stok barang sen gojek pagi malah deh kirim besok,positif,id
barang bagus packing bagus cuma pesan warna grey malah datang warna biru lebih,positif,id
kecewa sama kirim e lama,positif,id
not jelek thx yaa barang nya buat jual jadi tau bagus nya beli komplain sihh jadi nya thx,positif,id
sesuai pesan pesan warna grey kirim warna blue sangat sayang pihak jual konfirmasi terlebihdahulu ganti warna,positif,id
hp nya kok cepet panas,positif,id
udh dichat request warna hitam malah kasih ungu kecewa sih,positif,id
barang selamat cs sigap tim support nya fast response bantu aktivasi recomended,positif,id
barang bagus kirim cepat seller responsif moga awet barang,positif,id
mantav aman packing laptop kirim daerah jatim,positif,id
adminnya fast respon infoin promo kupon jadi dapet potong harga alhamdulilah paket aman selamat daerah jatim mantav dapet fr,positif,id
kirim langsung bubble tebal barang segel audah ditest moga order moga awet merk lokal,positif,id
toko sangat amanah produk sesuai paling oke layan sangat baik fast respon kasih masukan2 oke mantap 5 stars amanah nya,positif,id
toko recommended banget packing aman respon malam2 cepat kirim cepat pokok mantap laptop mantap banget recommended,positif,id
toko responsif ramah barang terima baik fungsi,positif,id
barang deh cek moga ad kendala,positif,id
laptop sesuai spek pes coba fungsi denganbaik laptop lengkap kartu garansi sukses terus buat seller,positif,id
mouse wirelessnya kerja baik responsif,positif,id
barang segel spec sesuai harga,positif,id
barang aman disulawesi selatan selamat kirim cepat gesit terimakasih pak kurir pak min toko,positif,id
rog ally x barang original jual fast response jelasin a z mngenai preorder pngiriman nyesel la beli sini,positif,id
terima aman laptop fungsi baik sesuai pesan admin fast respon jawab tanya,positif,id
seller terpacaya fast respon kondisi terima baik thanks buat bonus bonus nya,positif,id
barang harga respon kirim,positif,id
barang terima baik pakai terima kasih,positif,id
admin responsif banget moga kalo tanya balas btw makasih bonus nya sukses slalu,positif,id
bagus terimakasih,positif,id
barang terima pesan sesuai layan ramah fast respond terima kasih,positif,id
mantap barang sesuai pesan jual ramah layan kelas terima kasih moga awet nih makenya,positif,id
