Nama,Tipe Barang,Varian Barang,Ulasan,Rating,Tanggal
Z***L,Realme C11 2021 4/64 GB Garansi Resmi,Varian: 4/64 Blue,"Alhamdulillah paketnya sampe dengan selamat, pelanggan ku hampir kecewa",3,Lebih dari 1 tahun lalu
Maelinatun,Infinix Hot 11s NFC 4/64GB + 6/128GB Garansi Resmi,Varian: 4/64 Green,"well played.
Barangnya original 👍.",3,Lebih dari 1 tahun lalu
Hilman,VIVO Y12S 3/32GB GARANSI RESMI VIVO INDONESIA,Varian: Blue,Barangnya original 👍. Warna sesuai pesanan. Barangnya mulus. Kelengkapan sesuai. Spesifikasi sesuai .,3,Lebih dari 1 tahun lalu
Hilman,VIVO Y12S 3/32GB GARANSI RESMI VIVO INDONESIA,Varian: Blue,Barangnya original 👍.,3,Lebih dari 1 tahun lalu
XION,Infinix Hot 11 play Garansi Resmi,Varian: 4/64 Green,"Barangnya original 👍. Kemasan disegel. , kurangnya packing ga ad plastik bubble wrap, tipis banget tau !!! syukur hp nya ga kenapa,lain kali jng pelit bosku... plastik b...",3,Lebih dari 1 tahun lalu
X***N,Infinix Hot 11 Garansi Resmi Infinix Indonesia,Varian: 4/64 Black,"Barangnya original 👍. Ada garansi resmi. packing nya tidak aman ,saran saya hrs ad plastik bubble nya, buat kita sebagai pembeli ad rasa aman nya, syukur hp nya ga kenap...",3,Lebih dari 1 tahun lalu
M***d,Realme C21Y 4/64 GB Garansi Resmi,Varian: 4/64 Black,"pengiriman lambat, kemasan ga di lapisi dus, Kemasan disegel.",3,Lebih dari 1 tahun lalu
I,Poco M3 4/64 GB - 6/128 GB Resmi,Varian: [6/128] Yellow,Barangnya original 👍.,3,Lebih dari 1 tahun lalu
W***u,Infinix Note 11 NFC Garansi Resmi,Varian: 6/128 Black,"Sudah sampai dgn selamat. Semoga awet

Edit : Trnyata ada dead pixel/shadow, kelihatan pas kecerahan layar dibawah 20% dgn backgroud abu abu dan kondisi malam hari atau d...",3,Lebih dari 1 tahun lalu
R***y,Xiaomi Poco X3 GT 8/128GG + 8/256GB Garansi Resmi,Varian: 8/256 Black,👍👍👍,3,Lebih dari 1 tahun lalu
R***l,Poco F3 6/128GB + 8/256GB Garansi Resmi,Varian: 6/128 White,"Kemasan di segel sih, tapi di chat kata penjualnya bakal dibuka dulu, berarti ini repack, imei terdaftar, tapi pas datang barangnya ada lecet dikit di bagian TG bawaannya...",3,Lebih dari 1 tahun lalu
Eka,Poco X3 Pro 6/128GB + 8/268GB Garansi Resmi,Varian: 6/128 Black,Barangnya original 👍. Kemasan disegel. Warna sesuai pesanan.,3,Lebih dari 1 tahun lalu
daniel,Realme C35 4/64GB + 4/128GB Garansi Resmi,Varian: 4/128 Green,gak ada gratis casing condom Hpnya,3,Lebih dari 1 tahun lalu
Iman,Infinix Zero 8 Ram 8/128 GB Garansi Resmi IMEI terdaftar,Varian: Hitam,"Barang Original. Semoga Awet Tahan Lama, Ngrejekeni. 
Penjual Fast Respon. 

Problemnya Pengiriman Lemot Beda Biasanya.",3,Lebih dari 1 tahun lalu
F***y,Xiaomi Redmi Note 9 Pro 6/64 & 8/128 GB Garansi Resmi,Varian: 6GB 64GB - WHITE,Waktu dinyalakan hp nya ternyata sudah pernah di hidupkan.. karna langsung masuk ke menu bukan aktivasi dlu..,3,Lebih dari 1 tahun lalu
Donny,"Infinix Note 8 6/64 & 6/128 GB Garansi Resmi , IMEI terdaftar",Varian: 6GB 64GB - Silver Diamond,"Fast Respond , Barang ok cuman Kabel charge dapat yang rusak tidak bisa nge charge , 
Jadi beli kabel Charge dari luar , setelah itu aman di charge",3,Lebih dari 1 tahun lalu
n***l,"Infinix Note 8 6/64 & 6/128 GB Garansi Resmi , IMEI terdaftar",Varian: 6GB 64GB - Deepsea,u,3,Lebih dari 1 tahun lalu
Booh,Poco X3 NFC 6/64 & 8/128 GB Garansi Resmi IMEI Terdaftar,Varian: 6GB 64GB - Grey,"sesuai, packing aman sampai keluar pulau, abang yang jualnya fast respond banget, salam juga untuk JNE cepat dan aman, professional semuanya 
IMEI tidak terdaftar di bea...",3,Lebih dari 1 tahun lalu
J***l,HUANGMI F8 MARON RAM 3/16 GB GARANSI RESMI,Varian: Ungu,kamera depan gak jelas,3,Lebih dari 1 tahun lalu
Wanto,Poco X3 NFC 6/64 & 8/128 GB Garansi Resmi IMEI Terdaftar,Varian: [8/128] Grey,"Oke  Terima kasih, barang sudah diterima sesuai gambar , pengiriman on schedule",3,Lebih dari 1 tahun lalu
m***t,XIOAMI REDMI 8 RAM 4/64 GB GLOBAL BATTERY 5000 MAH,Varian: BLACK RESMI,smoga awet,3,Lebih dari 1 tahun lalu
Chandra,Poco X3 NFC 6/64 & 8/128 GB Garansi Resmi IMEI Terdaftar,Varian: [8/128] Grey,puas tapi pasang tempred glass nya miring ga rata ok lah gpp.,3,Lebih dari 1 tahun lalu
sisil,Infinix Zero 8 Ram 8/128 GB Garansi Resmi IMEI terdaftar,Varian: Hitam,payah dos penyok. packing ga safe.. di buble aja seadanya. trs krg tebal. pdhl uda minta packing yg aman,3,Lebih dari 1 tahun lalu
H***y,Infinix Note 7 Lite 4/64 & 4/128 GB Garansi resmi,Varian: 4GB 64GB - GREEN,"terimakasih udah sampai.
semoga tetap lancar penjualanya.

tolong usahakan pengiriman sesuai dengan jadwal pembelian.",3,Lebih dari 1 tahun lalu
Richard,Xiaomi Redmi Note 9 Pro 6/64 & 8/128 GB Garansi Resmi,Varian: 6GB 64GB - GRAY,Order grey dikirim biru,3,Lebih dari 1 tahun lalu
eko,Xiaomi Redmi 9 3/32 GB & 4/64 GB Garansi Resmi IMEI terdaftar,Varian: 3GB 32GB - Purple,"Gak tau ni handphone emang gak ada headsetnya dari pabriknya ato gimana ???? Yg pasti headsetnya gak ada,,,, soalnya selama sy beli hp baru headset selalu ada....",3,Lebih dari 1 tahun lalu
A***d,Redmi Note 9 4/64 & 6/128 GB Garansi Resmi,Varian: 4GB 64GB - RED,Warna tidak sesuai pesanan... Buble kurang tebal... Tp kondisi handphone mantap lah... Thx,3,Lebih dari 1 tahun lalu
S***n,Xiaomi Redmi Note 9 Pro 6/64 & 8/128 GB Garansi Resmi,Varian: 6GB 64GB - GRAY,Minta grey dikirim hijau,3,Lebih dari 1 tahun lalu
Riadi,"Infinix Note 8 6/64 & 6/128 GB Garansi Resmi , IMEI terdaftar",Varian: 6GB 64GB - Silver Diamond,"waduh kotak box nya basah nih, habis nyemplung dimana",3,Lebih dari 1 tahun lalu
O***i,Infinix Hot 9 Play 4/64 GB Garansi Resmi,Varian: 2GB 32GB - Violet,"baru datang, semoga di coba awet",3,Lebih dari 1 tahun lalu
Chiko,XIAOMI REDMI NOTE 8 RAM 4/64 GB,Varian: 4GB 64GB BIRU,pengiriman lama,3,Lebih dari 1 tahun lalu
J***i,Redmi 9c 3/32 & 4/64 GB Garansi Resmi IMEI Terdaftar,Varian: 4GB 64GB - Orange,kabel cas rusak,3,Lebih dari 1 tahun lalu
i***l,Poco X3 NFC 6/64 & 8/128 GB Garansi Resmi IMEI Terdaftar,Varian: 8GB 128GB - Grey,"barang bagus tp, karna jasa pengirimnya kurang rapi. jd kotaknya pada penyok semua, untung isi dalamnya tidak apa"". dan kalau bisa ganti jasa pengiriman yg lebih bagu...",3,Lebih dari 1 tahun lalu
f***r,Poco X3 NFC 6/64 & 8/128 GB Garansi Resmi IMEI Terdaftar,Varian: 6GB 64GB - Grey,bagus sih barangnya tapi alamatnya ngk sesuai hm,3,Lebih dari 1 tahun lalu
Yusuf,Poco X3 NFC 6/64 & 8/128 GB Garansi Resmi IMEI Terdaftar,Varian: 8GB 128GB - Grey,"produk ok
ORI masih segel. semua aman produknya, cuma
respon penjual dlm proses lama. dan packing hanya dibubble warp biasa terus di kasih plastik rada kurang aman sebene...",3,Lebih dari 1 tahun lalu
A***n,Xiaomi Redmi 9 3/32 GB & 4/64 GB Garansi Resmi IMEI terdaftar,Varian: 3GB 32GB - Green,"Penjualnya tidak jujur dgn stok barang, pesen gojek dari pagi malah d kirimnya besok",3,Lebih dari 1 tahun lalu
Aan,Redmi Note 9 4/64 & 6/128 GB Garansi Resmi,Varian: 4GB 64GB - WHITE,mantul proses cpt,3,Lebih dari 1 tahun lalu
surya,XIAOMI REDMI 8A PRO 2/32 & 3/32 GB GARANSI RESMI,Varian: 3GB 32GB - GREY,"barang bagus dan packing juga bagus, cuma pesan warna grey malah datangnya warna biru, selebihnya ok",3,Lebih dari 1 tahun lalu
Tedy,Xiaomi Redmi 9 3/32 GB & 4/64 GB Garansi Resmi IMEI terdaftar,Varian: 4GB 64GB - Purple,respon cepat,3,Lebih dari 1 tahun lalu
pramono,XIAOMI REDMI NOTE 8 RAM 4/64 GB,Varian: 4GB 64 GB PUTIH,Kecewa sama pengiriman e agak lama,3,Lebih dari 1 tahun lalu
P***s,LENOVO S5 RAM 4/64 GB GARANSI DISTRIBUTOR,Varian: Merah,"NOT BAD..
Thx yaa.. brg nya buat jual lagi jadi gk tau bagus atau tidak nya.. tp pembeli gak komplain sihh.. jd ok seperti nya.. thx",3,Lebih dari 1 tahun lalu
Septri,SAMSUNG LIPAT CARAMEL E-1272 DUAL SIM GARANSI 2 BULAN,Varian: Merah,Baterai handphone drop,3,Lebih dari 1 tahun lalu
M***d,Redmi Note 10s 6/64GB + 8/128GB GARANSI RESMI,Varian: 8/128GB - GREY,"TIDAK SESUAI PESANAN, pesan warna GREY dikirim warna BLUE.. Sangat disayangkan pihak penjual tidak konfirmasi terlebihdahulu untuk penggantian warna.",3,Lebih dari 1 tahun lalu
Juharino,Infinix Zero 5G 8/128 GB Garansi Resmi,Varian: 8/128 Blue,Hp nya kok cepet panas,3,Lebih dari 1 tahun lalu
R***i,Infinix Hot 11s NFC 4/64GB + 6/128GB Garansi Resmi,Varian: 6/128 Promo,"udh dichat request warna hitam, malah dikasih ungu, kecewa sih",3,Lebih dari 1 tahun lalu
TRI,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 256SSD,"MantapP, rekomended seller. 👍👍👍😊😊😊",5,Hari ini
E***k,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 8GB 256SSD,"Barang sampai dengan selamat, 
CS sigap, tim support nya fast response membantu aktivasi. 

Recomended",5,1 hari lalu
P***o,"Axioo Hype 7 Ryzen 7 5700U 16GB 1TBSSD 14""FHD WIN 11",Varian: PAKET STANDAR - 8GB 512SSD,Mantab⭐⭐⭐⭐⭐,5,2 hari lalu
Pray,Axioo Hype 5 Ryzen 5 3500U 16GB 1TBSSD 14.0FHD IPS WIN 11 Pro,Varian: NON PAKET - 8GB 256SSD,"Barangnya bagus, pengiriman cepat seller juga responsif, semoga awet barangnya",5,2 hari lalu
A***f,Packing Kayu Pengiriman Laptop Aman,Varian: Laptop,mantav aman packing untuk laptop pengiriman ke daerah jatim,5,2 hari lalu
A***f,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 8GB 256SSD,"adminnya fast respon dan juga infoin ada promo kupon juga jadinya dapet potongan harga juga, alhamdulilah paket aman dan selamat ke daerah Jatim. dan mantav juga dapet fr...",5,2 hari lalu
Dwi,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 8GB 256SSD,"pengiriman langsung , bubble tebal, barang segel, audah ditest ok, semoga order lagi dan semoga awet merk lokal ini",5,3 hari lalu
Davis,Axioo Hype 5 Ryzen 5 3500U 16GB 1TBSSD 14.0FHD IPS WIN 11 Pro,Varian: NON PAKET - 8GB 512SSD,mantap sesuai pesenanan 😁👍,5,4 hari lalu
Edonaldo,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 20GB 1TBSSD,"Toko ini sangat amanah.. Produk sesuai.. Dan yang paling oke, pelayanan sangat baik, fast respon, kasih masukan2 yang oke.. Mantab.. 5 stars untuk amanah nya",5,4 hari lalu
Ayingshop,"Axioo Hype 7 Ryzen 7 5700U 16GB 1TBSSD 14""FHD WIN 11",Varian: NON PAKET - 8GB 512SSD,"ini toko recommended bgt packing aman respon malam2 cepat juga pengiriman cepat pokoknya mantap

laptopnya mantap bgt recommended",5,4 hari lalu
i***a,"Axioo Mybook Hype 3 i3-1005G1 16GB 1TB SSD 14"" FHD IPS WIN 11 PRO",Varian: 8GB 256SSD,"toko responsif & ramah, barang diterima dgn baik dan berfungsi.",5,4 hari lalu
Maman,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 8GB 256SSD,Barang blm d cek semoga ga ad kendala,5,4 hari lalu
R***o,Packing Kayu Pengiriman Laptop Aman,Varian: Laptop,Packing kayunya kuat,5,5 hari lalu
R***o,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 20GB 512SSD,"Laptopnya sesuai spek yang dipesan, dan telah di coba berfungsi denganbaik. Laptop dilengkapi dengan kartu garansi. Sukses terus buat seller.",5,5 hari lalu
R***o,Mouse Wireless Fantech GO W603 High DPI,Varian: Hitam,Mouse wirelessnya bekerja dengan baik dan responsif,5,5 hari lalu
Edward,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 256SSD,keren abisss,5,5 hari lalu
Dikdik,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 512SSD,"Barang Ok masih segel 
Spec Sesuai Harga",5,5 hari lalu
Lontara,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 512SSD,"barang aman, sampai disulawesi selatan dengan selamat, dan pengiriman cepat gesit.. terimakasih pak kurir dan pak min toko.",5,6 hari lalu
arifin,Asus Rog ALLY X 100SRGB AMD Z1 Extreme 24GB 1TB Win11 7.0FHD 120HZ,Varian barang tidak ditemukan,"ROG Ally X barang original, penjual fast response, di jelasin dr A ampe Z mngenai preorder pngiriman, ga nyesel la beli di sini 😘",5,1 minggu lalu
B***y,"Lenovo V14 G3 i3 1215U 20GB 1TB SSD 14"" Full HD",Varian: NON PAKET - 8GB 256SSD,Barang sdh dinyalakan dah OK. Mudah2an awet,5,1 minggu lalu
Adhitya,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 16GB 256SSD,"sudah diterima dgn aman.. 
laptop berfungsi dgn baik, sesuai pesanan
admin fast respon jawab pertanyaan 👍",5,1 minggu lalu
t***i,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 8GB 256SSD,"seller terpacaya, fast respon dan kondisi di terima dengan baik. thanks buat bonus bonus nya.",5,1 minggu lalu
eko,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 256SSD,barang ok harga ok respon ok pengiriman ok,5,1 minggu lalu
muhammad,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 256SSD,"Paking ny mantap, barang cepet nyampe . Mmuuahh",5,1 minggu lalu
Firmansyah,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 8GB 512SSD,sesuai deskripsi mantap,5,1 minggu lalu
Bangbang,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 512SSD,Barang sudah diterima dengan baik dan sudah dipakai. Terima kasih,5,1 minggu lalu
N***i,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 16GB 256SSD,"Admin responsif banget semoga kalo ada pertanyaan dibalas, btw makasih bonus nya ya, sukses slalu.",5,1 minggu lalu
Kemal,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 20GB 256SSD,Bagus. Terimakasih.,5,1 minggu lalu
N***a,iPhone 15 128GB Garansi Resmi Apple Indonesia TAM / GDN,Varian: BLACK 128GB,produknya ori thanks,3,1 minggu lalu
Y***h,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 36GB 512SSD,"barang telah diterima.
pesanan sesuai, pelayanan ramah.
fast respond.
terima kasih.",5,1 minggu lalu
Hendra,Asus Vivobook 14 E1404GA i3 N305 8GB 1TB SSD W11+OHS 14.0FHD,Varian: PAKET EXTRA - 512GB SSD,"Mantab. Barang sesuai pesanan. Penjualnya ramah, pelayanan berkelas. terima kasih. semoga awet nih makenya.",5,1 minggu lalu
S***i,"Lenovo V14 G3 i3 1215U 20GB 1TB SSD 14"" Full HD",Varian: NON PAKET - 8GB 512SSD,Barang telah diterima dengan baik dan benar,5,1 minggu lalu
Adeacko,Axioo Hype 5 Ryzen 5 3500U 16GB 1TBSSD 14.0FHD IPS WIN 11 Pro,Varian: NON PAKET - 8GB 256SSD,"hype 5 amd x3
special edition jkt48
bonus jkt nya lgsg diambil bocil wkwkwkwk
bonus tasnya juga bagus. ga kan malu buat dipake. win 11 pro ori

bonus diinstallin office j...",5,1 minggu lalu
nanang,"Lenovo V14 G3 i3 1215U 20GB 1TB SSD 14"" Full HD",Varian: NON PAKET - 8GB 512SSD,"mantab,barang sesuai pengiriman aman",5,1 minggu lalu
e***a,Asus Vivobook 14 A1404ZA i3 1215U 24GB 1TBSSD W11+OHS IPS 100SRGB,Varian: 12GB 512SSD,"fast respons dari seller, barang juga oke",5,1 minggu lalu
D***i,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 8GB 256SSD,MANTAP,5,1 minggu lalu
Mustofa,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 512SSD,"Sesuatu diskripsi. Original produk, moga awet",5,1 minggu lalu
A***o,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 16GB 256SSD,"Barang sesuai dengan pesanan, berfungsi dengan baik, response penjual jg cepat dan informatif.. overall Tokonya recomended",5,1 minggu lalu
r***d,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 16GB 512SSD,manTab..sesuai pesanan..kiriman cepat..ga pake drama drama.,5,1 minggu lalu
E***s,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 256SSD,Barang sesuai,5,1 minggu lalu
C***o,lenovo Ideapad slim 3 14 i3 1215U 16GB 512GB W11+OHS 14.0 FHD,Varian: 8GB 512SSD,bintang yang berbicara,5,1 minggu lalu
Novianti,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 16GB 256SSD,"barang baru garansj dan pengiriman cepat , pembelian ke 4 ,langgganan ..",5,1 minggu lalu
imanuele,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 20GB 512SSD,Ulasan tidak ditemukan,5,1 minggu lalu
Yusuf,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 8GB 256SSD,"Spesifikasi bagus, baterai awet 7-8 jam pemakaian ngetik, packing tebat dan aman, ringan dan ukuran cukup",5,2 minggu lalu
Yudi,"Axioo Mybook Hype 3 i3-1005G1 16GB 1TB SSD 14"" FHD IPS WIN 11 PRO",Varian: 8GB 256SSD,mantaaaap pesanan sudah sampe dan sesuai pesanan tapi belum di coba nih,5,2 minggu lalu
rian,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 8GB 256SSD,admin nya super fast respon.. Minta dikirim Di Hari yg Sama dilayanin..,5,2 minggu lalu
N***l,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 8GB 256SSD,"seller fast response, pengiriman super cepat dan aman.",5,2 minggu lalu
E***n,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 256SSD,"Packing aman, lengkap, rapi, pengiriman cepat di hari yg sama",5,2 minggu lalu
Luki,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 16GB 256SSD,"barang sudah diterima, terimakasih",5,2 minggu lalu
A***s,LENOVO ideapad slim 3 14 i5-12450H 16GB 512GB W11+OHS 14.0 FHD IPS,Varian: 16GB 512SSD,"barang sesuai, penjual ramah",5,2 minggu lalu
A***s,Mouse Office Digital Alliance Rubix M201 Blutooth & Mouse Wireless Silent Click,Varian barang tidak ditemukan,"barang sesuai, berfungsi dengan baik",5,2 minggu lalu
Erik,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 512SSD,"Baru hari ini sempat di setting, semuanya smooth dan berfungsi, mudah2an bisa bertahan lama",5,2 minggu lalu
U***h,HP 14S DQ5118TU i5 1235U 16GB 512GB SSD W11+OHS 14.0 FHD IPS,Varian: NON PAKET - UPGRADE TO 16GB,"mantap, berfungsi dengan baik. seller sangat membantu.",5,2 minggu lalu
H***y,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 512SSD,"barang bagus Dan sesuai, mulus Dan ori mantap",5,2 minggu lalu
Adam,iPhone 15 128GB Garansi Resmi Apple Indonesia TAM / GDN,Varian: BLUE 128GB,"penjual respond cepat dan ramah, barang sesuai deskripsi",5,2 minggu lalu
R***x,"Acer Aspire 5 Slim A515 i9 13900H 16GB 1TB SSD W11+OHS 15.6""FHD IPS",Varian: NON PAKET - 512GB SSD,"Seller ramah dan fast respon, best dah pokonya",5,2 minggu lalu
I***n,Axioo Hype 5 Ryzen 5 3500U 16GB 1TBSSD 14.0FHD IPS WIN 11 Pro,Varian barang tidak ditemukan,"the best lah beli di sini, recommend bgt👍✌👌",5,2 minggu lalu
L***a,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 12GB 256SSD,"produk baik, sesuai dengan deskripsi, seller quick respon dan pengiriman nya tepat waktu",5,2 minggu lalu
Muh,"Axioo Hype 7 Ryzen 7 5700U 16GB 1TBSSD 14""FHD WIN 11",Varian: UNIT ONLY - 16GB 512SSD,bagus,5,2 minggu lalu
D***y,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 256SSD,"overall good, spec sesuai, mudah2n awet.",5,2 minggu lalu
Nurafni,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 256SSD,"barang cepat dikirim, sdh include install office",5,2 minggu lalu
A***g,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 256SSD,barang dateng kondisi segel dan tanpa cacat. Fitur dan kelengkapan sesuai deskripsi penjual. Semoga awet dan aftersalesnya sesuai yg dijanjikan seller maupun pabrikan.,5,2 minggu lalu
Agung,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 256SSD,"performance optimal. laptop ringan. generasi terbaru.
model keren. tapi Tas nya kok beda ya dengan Laptop Lenovo saya sebelumnya.",5,2 minggu lalu
I***l,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 512SSD,"Barang sudah sampai dengan selamat, terima kasih seller 🙌",5,2 minggu lalu
Ahmad,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 16GB 256SSD,"sudah di u boxing, spec sesuai, laptop sesuai, mantaps, seller super responsive.. tq ya mudah2an awet barangnya, sudah lemgkap lagi windows, word dll ada",5,2 minggu lalu
Hanscomp,"Lenovo V14 G3 i3 1215U 20GB 1TB SSD 14"" Full HD",Varian: NON PAKET - 8GB 256SSD,"Barang sesuai pesanan, barang baru bukan bekas.. Mantab lah...",5,3 minggu lalu
M***d,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 256SSD,"seller responsif...
barang bagus.. cakep
semoga awet",5,3 minggu lalu
i***e,"Lenovo Ideapad Slim 3 15 i7 1255U 24GB 1TBSSD W11+OHS 15.6"" FHD IPS",Varian: PAKET SUPER - 24GB 1TBSSD,"packing rapih,respons cepat dan asli produk nya",5,3 minggu lalu
Rijli,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 16GB 256SSD,mantep lh pokoknya  bagus bngt produk lokal yang harus di support,5,3 minggu lalu
Galih,"Axioo Hype 7 Ryzen 7 5700U 16GB 1TBSSD 14""FHD WIN 11",Varian: PAKET EXTRA - 16GB 512SSD,"packagingnya aman, dan rapi, respon admin cepat, dan pengiriman cepat, semoga awer.",5,3 minggu lalu
Agus,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 256SSD,Pengiriman cepat,5,3 minggu lalu
Ravi,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 512SSD,"Mantap. Barang sesuai, packing aman dan pengiriman cepat.",5,3 minggu lalu
R***u,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 8GB 512SSD,"Servicenya terbaik, setiap pertanyaan dijawab cepet dan besoknya beneran langsung dikirim dan cepat. dapet 3 bonus juga, TERBAIKK. sukses terusss",5,3 minggu lalu
Asmi,"Axioo Hype 7 Ryzen 7 5700U 16GB 1TBSSD 14""FHD WIN 11",Varian: PAKET STANDAR - 16GB 512SSD,"keren packing bener2 aman dan unik sesuai teview salah satu buyer di sini, dikasih pegangan di paketnya, barang datang dengan aman dan seller respon cepat luar biasa, ram...",5,3 minggu lalu
Will,Lenovo V14 G3 i3 1215U 20GB 1TBssd 14 INCH FHD Win11,Varian: 4GB 256SSD,"Biarkan bintang bicara, produk sesuai, pokoknya mantap. Rekomen deh 👍🏽",5,3 minggu lalu
Aldy,"Axioo Hype 5 Ryzen 5 5500U 16GB 1TB SSD 14""FHD IPS WIN 11",Varian: NON PAKET - 8GB 256SSD,"Laptopnya datang dengan selamat, dan mari kita suport produk lokal yang keren ini",5,3 minggu lalu
