Ulasan,Sentimen,Tipe Barang,Deteksi_Bahasa
lambat respon kirim,positif,Samsung Galaxy A51 Ram 6 Rom 128 ( 6/128) - Garansi Resmi - Putih,id
kirim cepat packing sangat aman cuman gimana gitu harga faktur lebih murah harga toped ongkir tidak pake asuransi padahal pilih as,positif,Realme 6 Ram 8/128 Garansi Resmi 1 Tahun,id
coba nyalakandicoba klo ssh bintang saya gantikarena beli buat ibu kirim emas baik harga murahmakasi,positif,Advan Tab 8001 Ram 3 Rom 32 (3/32) Garansi Resmi,id
ko hp gampang panas y produk org kan y,positif,Xiaomi Pocophone Poco X3 NFC 8/128 RAM 8GB ROM 128GB GARANSI RESMI,id
selamat tuju kamera kurang bagus,positif,REALME C15 RAM 4 ROM 64 GARANSI RESMI REALME,id
barang sesuai deskripsi proses barang kl mohon lebih cepat kl pilih instant courier,positif,Realme 7 8/128 Ram 8GB Rom 128GB Garansi Resmi Realme 1 Tahun,id
pas sesuai pict pesan moga berkah next order kalo bonus v,positif,Samsung Galaxy A01 Core Ram 2/32 GB - Garansi Resmi SEIN,id
packing aman barang,positif,Oase Smartwatch H12W - Garansi Resmi,id
bintang 4 dl krna kotak sedikit penyok dak robek plastik buka buat hadiah moga hp nya ada masalah amien,positif,Samsung Galaxy M21 Ram 4/64GB - Garansi Resmi,id
barang nyampe,positif,Olike smart sajadah,id
barang bagus jauh no problem layan adminnya cukup cepet saja kemaren lambat kirim mungkin efek harbolnas sen numpuk jadi,positif,Realme 7 pro Ram 8/128GB - Garansi Resmi,id
barang original packing bagus cuman charger nya pecah,positif,Tablet Advan X7 Pro 2/16 GB Garansi Resmi,id
pas sujud cbacaany renti jdi sesuain letak kaki kening kpla ribet sih kirim cepat,positif,Olike smart sajadah,id
pecking bagus,positif,Samsung Galaxy A01 Ram 2/16 - Garansi Resmi,id
packing aman banget berlapis2pengiriman cepatbarang ini bagus invoice beda sama chek out,positif,Realme 7 8/128 Ram 8GB Rom 128GB Garansi Resmi Realme 1 Tahun,id
barang original performa lancar layar nya bikin sakit mata,positif,EVERCOSS TAB WIN 3/32GB U70B 4G LTE GARANSI RESMI,id
packing kurang aman bubble tebal ada bagi dus tablet peyok kirim,positif,Advan Tab 8 Ram 3/16 GB - Garansi Resmi,id
jual responnya lumayan proses lama order malam minggu proses senin siang sore kurir gagal pick up baru hasil pick up jelang senin malam,positif,HB066 - Portable Mini Wireless Foldable Bluetooth Keyboard,id
kemas rapi aman kirim lumayan capat kalau untuk hp beri earphone headset screen protection soft case,positif,Xiaomi Redmi 9C 4/64 GB - GARANSI RESMI TAM,id
barang original sayang warna sesuai pesan pesan hitam,positif,Realme 8 Pro 8/128GB NFC Garansi Resmi,id
terima kasih pak nyata batre boros kira batre bocor layan,positif,"TAB ZYREX 10"" ZT-216 SUPER 3/32GB GARANSI RESMI ZYREX",id
ukur sesuai garansi resmi manual booknya jelas,positif,Jam Tangan Anak Smartwatch Kids Evercoss B5 Video call Resmi,id
sellernya tapi produk kurang hapenya panas banget pas baru pakai,positif,Advan G5 Plus [ 3/32GB ] Garansi Resmi,id
normal semua sayang dus kata headsetnya nyata headsetnya ada barang lumayan aku senang ma kasih,positif,"Maxtron Genio Tablet 8"" [ 3/32GB ] Garansi Resmi",id
barang baru sampe sempat dtest cuma lama dpengiriman kmrn ganti kurir br td pagi hasil k pickup,positif,Infinix Hot 10 play Ram 3 Rom 32 GB Garansi Resmi,id
jual fast respon packing aman barang bagus sesuai deskripsi sayang sen warna putih kirim warna hitam untung pakai buat sendiri bukan cewek pa,positif,HANDPHONE - ITEL S23 8/128GB GARANSI RESMI,id
sen green sampe nya warna karena males ribet kirim nya kalo mo tuker yaudah gpp warna aja bnib fungsi semua normal moga awet thx,positif,Samsung Galaxy M23 5G [ 6/128GB ] Garansi Resmi,id
barang terima baik moga awet,positif,HANDPHONE - ALCATEL 1 SE 2020 4/64GB GARANSI RESMI,id
garansi toko garansi resmi ram besar barang original baterenya awet,positif,TABLET - ITEL PAD 1 4/128GB GARANSI RESMI,id
bagi bawah dekat tombol home blur warna hitam,negatif,XIAOMI REDMI NOTE 7 RAM 4/64 GB GLOBAL VERSION GARANSI DISTRIBUTOR,id
barang sesuai deskripsitapi barang distributor,negatif,XIAOMI REDMI 6A RAM 2/16 GB GARANSI TAM,id
payah hp mahal2 dus penyok tidak kartu garansi1 bintang om,negatif,REDMI NOTE 7 RAM 6/64 GLOBAL GARANSI DISTRIBUTOR,id
pengirimanya lama tanya baru kirim pas pese biru nya pink buta warna kali mimin nya,negatif,XIAOMI REDMI NOTE 7 RAM 4/128 GB GLOBAL GARANSI DISTRIBUTOR,id
layan parah hati hati belanja sini,negatif,Redmi Note 9 4/64 & 6/128 GB Garansi Resmi,id
klik ram 332 yang dtng 232,negatif,"Xiaomi Redmi 9A 2/32 ~ 3/32 GB Garansi Resmi , IMEI Terdaftar",id
beberapa kali beli hp toko baru kali saya kecewa hp baru 4 hari datang udah rusak kasih saran sama toko suruh service center service cent,negatif,Infinix Hot 12 Play 4/64 GB (RAM 4GB + 3GB Extend) Garansi Resmi,id
led nya rusak,negatif,XIAOMI REDMI 4X RAM 3/32 GB GARANSI DISTRIBUTOR,id
pecah tgnya bang,negatif,Infinix Hot 12 Garansi Resmi,id
double cek jual barang sampai hari esok krna pilih pket yes jne trnyata nyampe 2 hari kemudian tau barang bagus tidak krna dan,negatif,Infinix Note 11 NFC Garansi Resmi,id
kemas super tipis sebab sakit darah kemas kardus hp,negatif,Vivo Y22 4/64GB [RAM 4GB + 1 GB Extended] Garansi Resmi,id
kecewahp baru 1 hari pkelcd dah bergarisgak respon selle,negatif,Infinix Hot 12 Play 4/64 GB (RAM 4GB + 3GB Extend) Garansi Resmi,id
deskripsi barang segelsaya beli 3unit buat jual lagitp malah segel dibukain buat aktifasi jual jujur,negatif,Infinix Smart 6 HD 2/32 GB Garansi resmi,id
terima barang sama sekali,negatif,Realme 8 8/128GB Garansi Resmi Realme Indonesia,id
warna sesuai,negatif,Xiaomi Redmi 10 4/64 GB + 6/128 GB Garansi Resmi,id
pesan ke2 isi nya batu terus entah siapa salah untung asuransi rekam unbox paket sekian terima kasih,negatif,Xiaomi Redmi Note 11 Pro 6/128 GB Garansi Resmi,id
barang hilang uang kembali sekarang,negatif,Xiaomi Redmi A1 2/32GB + 3/32 GB Garansi Resmi,id
toko tidak bertangung jawab,negatif,Realme C35 4/64GB + 4/128GB Garansi Resmi,id
ada konfirmasi kalo repack,negatif,Infinix Hot 11 play Garansi Resmi,id
parah repack semuaaaaa,negatif,Infinix Hot 11 play Garansi Resmi,id
beli 8 unit repack semua,negatif,Infinix Hot 11 play Garansi Resmi,id
jangan beli deh sini masak hp baru posisi hp sesuai biasa sudah pernah buka belum set hp lengkap ada kepala charger i,negatif,Realme Narzo 50i Prime 4/64 GB Garansi Resmi,id
pesan hitam kirim putih,negatif,Infinix Note 12 8/128GB + 8/256GB Garansi Resmi,id
barang pernah nyampe,negatif,Infinix Note 12 8/128GB + 8/256GB Garansi Resmi,id
barang sesuai pesanana,negatif,Infinix Hot 11 play Garansi Resmi,id
barang ripek,negatif,Infinix Hot 11 play Garansi Resmi,id
kok ada chargernya,negatif,Realme Narzo 50i Prime 4/64 GB Garansi Resmi,id
di note greyblue no repackeh kirim whiterepack garansi aktif sejak meiparah,negatif,Redmi Note 10s 6/64GB + 8/128GB GARANSI RESMI,id
barang sampai imei daftar telah cek aplikasi devcheck nyata kamera utama cuma 12mp bukan 50mp mungkin hp nya memang asli tpi bukan real,negatif,Infinix Note 11 NFC Garansi Resmi,id
2x gua order minta nota pernah kasih,negatif,Xiaomi Redmi Note 10 5G 4/128GB + 6/128GB + 8/128GB Garansi Resmi,id
barang bagus sesuai masalah pihak kurir si cepat alih kirim barang kurir jadi waktu kirim sangat lama tdak di tracki,negatif,Infinix Note 12 VIP 8/256 GB Garansi Resmi,id
hp nya sering eror hang sering mati tiba2 pdahal baru 1 hari pake tahu pdhal wktu buka barang segel baru mhn tunjuk,negatif,Realme Narzo 50A 4/64GB + 4/128GB Garansi Resmi,id
pilih centang aplikasi toped warna grey yang dateng warna biru minta tukar bukan salah saya saya suka warna cerah p,negatif,Xiaomi Redmi Note 11 6/128 GB Garansi Resmi,id
barang repack,negatif,Xiaomi Redmi Note 11 6/128 GB Garansi Resmi,id
hmm ram 6gb kayak cuma gimmick hp nya kaya bekas dipake layar banyak gores2 memori internal nyata cuman 64 gb,negatif,HONGQI RAM 6/126 GB GLOBAL GARANSI DISTRIBUTOR,id
jangan anter go send bahaya,negatif,XIAOMI REDMI 6A RAM 2/16GB GLOBAL (DUS ORANGE) GARANSI DITRIBUTOR,id
dus penyok packing cuman bubble warp aja nya pake dus rasa rugi,negatif,Poco M3 4/64 GB - 6/128 GB Resmi,id
ada hansednya,negatif,Vivo Y20S 8/128 GB Garansi Resmi Vivo Indonesia,id
peking nya kurang bagus,negatif,"Infinix Smart 5 2/32 & 3/64 GB Garansi Resmi, IMEI terdaftar",id
kartu garansi kaga,negatif,VIVO Y12S 3/32GB GARANSI RESMI VIVO INDONESIA,id
hpnya restart terus terus otomatis kalau dibiarin jadi overheat jadi hp selalu kondisi mati tidak overheat,negatif,Redmi Note 9 4/64 & 6/128 GB Garansi Resmi,id
biasa aja,negatif,Tecno Pova 2 6/128 GB Garansi Resmi,id
bisa buka menu error,negatif,Xiaomi Poco X3 GT 8/128GG + 8/256GB Garansi Resmi,id
lama kurir lambat,negatif,Infinix Hot 10s 4/64GB + 6/128GB Garansi Resmi,id
admin nya blagu pake banget tanya kirim jam brp karna lewat janji jam kirim malah suruh aju cancel baru kali belanja online ketemu super som,negatif,Infinix Hot 11 play Garansi Resmi,id
baru hari beli hp restart terus cas rapat dichat sellernya read doang gajelas rugi,negatif,Infinix Hot 11 Garansi Resmi Infinix Indonesia,id
barang cacat apa ganti,negatif,Redmi Note 10 Pro 6/64GB + 8/128GB Garansi Resmi,id
barang bagus playanannya kurang ramah,negatif,Vivo Y21 4/64 GB Garansi Resmi,id
barang bagus plyanannya kurang ramah,negatif,Vivo Y21 4/64 GB Garansi Resmi,id
barang bagus playanannya yang kurang ramah,negatif,Realme C11 2021 4/64 GB Garansi Resmi,id
barang tiba bisa nyala playanannya kurang ramah akhir mesti kluarkan uang buat krim oppo,negatif,VIVO Y12S 3/32GB GARANSI RESMI VIVO INDONESIA,id
make sure toko toko salah kirim barang balas chat nya sangat sopannsaya trima barang memang ad video unboxing makanya tanya,negatif,Poco X3 NFC 6/64 & 8/128 GB Garansi Resmi IMEI Terdaftar,id
dapat cash back,negatif,Poco X3 Pro 6/128GB + 8/268GB Garansi Resmi,id
pas udah lama buka baru sadar skrg hands free kok ada biasa beli hp dulu ada hands free,negatif,Infinix Hot 10s 4/64GB + 6/128GB Garansi Resmi,id
hp baru nyala sampe 5 jam udah mati total ketika tanya sama jual cuma suruh bawa xiaomi dekat sangat bantu sekali,negatif,Redmi Note 10 Pro 6/64GB + 8/128GB Garansi Resmi,id
layar screen flickering kadang muncul cahaya biru kanan kiri solusinyabdiapain ntar bintang diupdate kalau masalah udah ilang,negatif,Redmi Note 10s 6/64GB + 8/128GB GARANSI RESMI,id
dapat unit kamera rusak buat vidio gambar semut hitam kecil blur kecewa banget,negatif,Redmi Note 10s 6/64GB + 8/128GB GARANSI RESMI,id
kata packingnya aman sekali cuma dus doang pakai bubblewarp,negatif,Vivo Y15s 3/32 GB Garansi Resmi Vivo Indonesia,id
jual bohong warna beda,negatif,Xiaomi Redmi 9 3/32 GB & 4/64 GB Garansi Resmi IMEI terdaftar,id
bantu dapat fail product,negatif,Infinix Hot 11 Garansi Resmi Infinix Indonesia,id
sedih buang2 uang,negatif,"HUANGMI F8 Eleven 4/32 GB Garansi Resmi, Imei terdaftar",id
barang kosong,negatif,REMAX Cigan Series 3.0A Powerful Magnet Connection Data Cable RC-156,id
bulan sudh rusak,negatif,XIAOMI REDMI 4A RAM 2/32 GB,id
sen warna white kasih polar white mau gimana moga kali layan lebih tingkat,negatif,Redmi Note 9 4/64 & 6/128 GB Garansi Resmi,id
kan udah deh ketik catat kalau pesan black datang blue minta nota beli tidak deh kasih,negatif,XIAOMI REDMI NOTE 7 RAM 4/64 GB GLOBAL VERSION GARANSI DISTRIBUTOR,id
jual gede peyanan nya nol besar da ramah nya order tanya sedia warna tapi waktu mau pilih warna ada sudah kasih note warna eh,negatif,XIAOMI REDMI 7 RAM 3/32 GB GLOBAL VERSION GARANSI DISTRIBUTOR,id
jual cuma 1 warna pilih tampil 3 pilih putih kirim grey chat sudah ingat kalo warna putih adminnya songong,negatif,Redmi Note 9 4/64 & 6/128 GB Garansi Resmi,id
rasa rugi iklan nya,negatif,Realme C31 3/32GB + 4/64GB Garansi Resmi,id
layan oke saja lalai jual dapat produk mode demo buat rugi ongkir waktu beli ongkir kirim barang tidak deh,negatif,Infinix Note 12 8/128GB + 8/256GB Garansi Resmi,id
hp panas garansi buka bulan january 2022 beli bulan mei 2022,negatif,Infinix Note 10 Pro NFC 6/64 GB + 8/128 GB Garansi Resmi,id
kirim lama skli pihak tokopedia waktu investigasi barang tllu lama sd 7 hari waktu tggu pdhal jelas brgnya salah alamat harus manado tpi kirim sidioa,negatif,Realme C11 2021 4/64 GB Garansi Resmi,id
repack paraaaaaahh jual penipusebelum order tanya barang repack bukanjawab bukan nyata pas cek barang udah buka bulan aprilauto hapus aplikasi,negatif,Samsung Galaxy A13 4/128GB + 6/128GB Garansi Resmi,id
bintang 1 ramah charger mati bisa guna,negatif,Infinix Hot 12 Garansi Resmi,id
hp baru segelkok ada kartu garansi dalam kotak hp nyakecewa,negatif,Realme 8 8/128GB Garansi Resmi Realme Indonesia,id
kecewa sama barang belum auto bintang 1 buat toko iniga aman beli sini,negatif,Vivo Y21 4/64 GB Garansi Resmi,id
dapet kesbek males,negatif,Redmi Note 10 Pro 6/64GB + 8/128GB Garansi Resmi,id
barang repack deskripsisial kena tipu official,negatif,Infinix Hot 11 play Garansi Resmi,id
tipu lihat ulasanternyata barang repack semua,negatif,Infinix Hot 11 play Garansi Resmi,id
nyata bisa pake simcard mau retur gaboleh,negatif,Xiaomi Redmi Pad SE 4/128 GB Garansi Resmi,id
baru beberapa hari hp sering restart sendiri,negatif,Realme C35 4/64GB + 4/128GB Garansi Resmi,id
beli 2 unit 30i datang 1unit 30i 1 unit kardus hp kosong tau salah di jasa kirim jual pusat resolusi saya kirim video unboxing k,negatif,Infinix Hot 30i 8/128 GB Garansi Resmi,id
batrenya error cas lama penuh tidak penuh2,negatif,Xiaomi Redmi Note 11 6/128 GB Garansi Resmi,id
barang terima barang hilang sicepat dapat dana refund,negatif,Xiaomi Redmi Note 12 4/128GB + 6/128GB + 8/128GB Garansi Resmi,id
produk di jual sesuai spesifikasi di tuli sama jual deskripsi iklan,negatif,Xiaomi Redmi 12 8/128GB + 8/256GB Garansi Resmi,id
dapat kartugarsnsi resmi,negatif,Samsung Galaxy A05s 6/128 GB Garansi Resmi,id
dus pnya pda penyokrapping buble kurang tebal,negatif,Xiaomi Redmi Note 12 4/128GB + 6/128GB + 8/128GB Garansi Resmi,id
official store ala ala sedih kualitas os tokopedia kayak gin packing aman cuma buble tipis banyak toko bagus non os tokopedia,negatif,Itel Vison 3 2/32 GB Garansi Resmi,id
baru bulan udah error gabisa digunain,negatif,Realme C35 4/64GB + 4/128GB Garansi Resmi,id
baru 3 bulan pakai rusak cepat panas 5 menit pakai udh panas layar rusak padahal jatuh kecewa,negatif,Samsung Galaxy A14 5G 6/128 GB Garansi Resmi,id
udah tanya udah sepakat udah ngasih notes ikut no inv tidak kirim sesuai minta,negatif,Xiaomi Redmi 10 5G 4/128GB + 6/128GB Garansi Resmi,id
janji langsung kirim hari sama nyata kirim jual banyak alas,negatif,VIVO Y17S 6/128 GB Garansi Resmi,id
screen nya jelek sekali jangan beli hp tukar toko tolak saran cari hp model di toko yang mau kerjasama,negatif,Infinix Note 12 2023 8/128GB + 8/256GB Garansi Resmi,id
benar respon toko lumayan baik sayang kirim pesan pakai jasa jne sangat kecewa barang sampai tidak kabar berita hingga lewat biasa,negatif,Realme Narzo 50A 4/64GB + 4/128GB Garansi Resmi,id
batal coi tidak jelas,negatif,Infinix Zero 5G 2023 8/256GB [RAM 8GB+ 5GB Extend] Garansi Resmi,id
baru kali ni barang parahmgkin stok tigal 1 jadi kasih barang bekas demo displaypoto2 konter ny adad body lecetnyaplastik charger tid,negatif,Realme C21Y 4/64 GB Garansi Resmi,id
produk sesuai kirim sangat lama sekali pakai kurir sicepat pesan tgl 5 desember 2023 barang 17 desember 2023 18 hari tuju kota medan,negatif,Xiaomi Redmi 12 8/128GB + 8/256GB Garansi Resmi,id
puas,negatif,Xiaomi Redmi Note 12 Pro 4G 6/128GB + 8/256GB Garansi Resmi,id
over all 1 bener2 bikin kecewa kamera nya udah 34 kali nonton review itel s23 kamera lumayan tapi kenapa saya beli kamera sangat,negatif,ITEL S23 8/128 GB Garansi Resmi,id
bintang 1 dlukarena bom buka dust nya,negatif,Samsung Galaxy A04e 3/32GB + 4/64GB Garansi Resmi,id
sehat selalu buat admin nya,negatif,Infinix Zero 5G 2023 8/256GB [RAM 8GB+ 5GB Extend] Garansi Resmi,id
hp beri hape bekas retur beli baru 1 bulan riwayat guna udh 6bulan cek di service center ada itikad baik jual malah suruh service sen,negatif,Xiaomi Redmi Note 11 6/128 GB Garansi Resmi,id
harap hatihati beli produk xami alangkah kaget saya beli produk vacuum cleaner 1 tahun pakai vacuumnya rusak ingin diservice deh,negatif,"Xiaomi Redmi 9A 2/32 ~ 3/32 GB Garansi Resmi , IMEI Terdaftar",id
barang sampai,negatif,Infinix Zero 5G 2023 8/256GB [RAM 8GB+ 5GB Extend] Garansi Resmi,id
sering hang cepat panas dan kadang keyboardnya sering hang di restart ampun,negatif,Xiaomi Redmi 12 8/128GB + 8/256GB Garansi Resmi,id
hape tiba2 mati total bisa dicharge,negatif,Xiaomi Redmi Note 11 Pro 5G 8/128 GB Garansi Resmi,id
sangat puas karna semua barang di jual barang rejected masa beli hp realmi c35 baru 2 hari batrai nya boros bener bener tipu,negatif,Realme C35 4/64GB + 4/128GB Garansi Resmi,id
jual kurang respec sama barang lama sampaisprti pasrah aja sama tokopedia baik baik aja si jual 2tokopedia sangat2 baiksaat deh komplain ada sama se,negatif,Tecno Spark 20 Pro Plus 8/256 GB [8GB+256GB] Garansi Resmi Tecno Indo,id
cas nya ngisi spertinya kabel data nya jelek,negatif,Infinix Note 40 [8/256 GB] Garansi Resmi Infinix Indonesia 1 Tahun,id
barang rejeck jual gamau tanggung jawab mau kembali malah otomatis terima sama tokpednya rekomendasi,negatif,Xiaomi Redmi Note 12 4/128GB + 6/128GB + 8/128GB Garansi Resmi,id
pesan hilang pihak ekspedisi waktu selesai masalah sangat lama tunggu lama pesan langsung selesai pihak tokopedia konfirm,negatif,Infinix GT 10 Pro 5G 8/256 GB [RAM 8+8 Extend] Garansi Resmi,id
hp gampang panas gada esim casing belakang habis bongkar sesuatu nyankut dalam case belakang liat luar barang bongkar,negatif,Samsung Galaxy A55 5G [8/128GB] [8/256GB] [12/256GB] Garansi Resmi,id
baru pertama beli official store kok gin toko lepas tangan jelas produk jual masalah baru beli terus coba nyalain hp baru cas 1x cas or,negatif,Samsung Galaxy A05s 6/128 GB Garansi Resmi,id
tahun udah ada masalah aja pake fingerprint fungsi lah beli akhir mei sekarang february udah rusak parah sekali,negatif,Infinix Hot 11s NFC 4/64GB + 6/128GB Garansi Resmi,id
pilih kirim mahal biar cepat sampaiternyata sama dengan murah,negatif,Infinix Note 40 [8/256 GB] Garansi Resmi Infinix Indonesia 1 Tahun,id
tim ekspedisi hanya lambat juga barang sampai hilang,negatif,Infinix Note 12 2023 8/128GB + 8/256GB Garansi Resmi,id
entah sial apa pakai baru 4 hari apk yang baru pakai cm wa fb tbtb hp stuck logo bootloop bawa sc kota saya,negatif,Samsung Galaxy A55 5G [8/128GB] [8/256GB] [12/256GB] Garansi Resmi,id
kurir kirim sangat lama jual ramah bantu follow up ekspediisi padahal paket jelas masalah,negatif,Infinix Hot 40 Pro 8/256 GB [8GB+256GB] Garansi Resmi Infinix Indo,id
jangan beli toko,negatif,Samsung Galaxy A05s 6/128 GB Garansi Resmi,id
